cycle,arm,target_rate,limit_x,time,object,message
1,normal,200,2026-09-01T07:08:20Z,productcatalogservice,New size: 2; reason: All metrics below target
1,normal,250,2026-09-01T07:16:05Z,productcatalogservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,normal,250,2026-09-01T07:17:18Z,cartservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,normal,250,2026-09-01T07:18:05Z,paymentservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontcatalog,200,2026-09-01T07:32:59Z,paymentservice,New size: 1; reason: All metrics below target
1,frontcatalog,250,2026-09-01T07:41:45Z,shippingservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontcart,250,2026-09-01T08:27:33Z,productcatalogservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,frontcart,250,2026-09-01T08:28:19Z,recommendationservice,New size: 1; reason: All metrics below target
1,frontcart,250,2026-09-01T08:29:03Z,paymentservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontcart,250,2026-09-01T08:29:19Z,recommendationservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
2,normal,200,2026-09-01T08:47:21Z,currencyservice,New size: 1; reason: All metrics below target
2,normal,200,2026-09-01T08:47:21Z,frontend,New size: 1; reason: All metrics below target
2,normal,200,2026-09-01T08:47:21Z,productcatalogservice,New size: 1; reason: All metrics below target
2,normal,200,2026-09-01T08:47:36Z,cartservice,New size: 1; reason: All metrics below target
2,normal,200,2026-09-01T08:47:36Z,emailservice,New size: 1; reason: All metrics below target
2,normal,200,2026-09-01T08:47:36Z,recommendationservice,New size: 1; reason: All metrics below target
2,normal,250,2026-09-01T08:51:52Z,productcatalogservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
2,normal,250,2026-09-01T08:52:22Z,cartservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
2,normal,250,2026-09-01T08:52:37Z,paymentservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
2,normal,250,2026-09-01T09:26:14Z,cartservice,New size: 3; reason: All metrics below target
2,frontcatalog,150,2026-09-01T09:33:40Z,currencyservice,New size: 1; reason: All metrics below target
2,frontcatalog,250,2026-09-01T09:49:57Z,recommendationservice,New size: 1; reason: All metrics below target
2,frontcatalog,250,2026-09-01T09:50:55Z,cartservice,New size: 4; reason: cpu container resource utilization (percentage of request) above target
2,frontcatalog,250,2026-09-01T09:50:57Z,recommendationservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
2,frontcatalog,250,2026-09-01T09:52:27Z,shippingservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
2,frontcatalog,250,2026-09-01T09:53:40Z,cartservice,New size: 3; reason: All metrics below target
2,frontreco,150,2026-09-01T09:57:34Z,cartservice,New size: 2; reason: All metrics below target
2,frontreco,200,2026-09-01T10:09:19Z,cartservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
2,frontreco,250,2026-09-01T10:18:06Z,paymentservice,New size: 1; reason: All metrics below target
2,frontcart,250,2026-09-01T10:41:02Z,paymentservice,New size: 1; reason: All metrics below target
3,normal,200,2026-09-01T10:57:45Z,recommendationservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
3,normal,250,2026-09-01T11:01:45Z,paymentservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
3,frontcatalog,200,2026-09-01T11:17:24Z,cartservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
3,frontcatalog,250,2026-09-01T11:25:41Z,shippingservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
3,frontreco,250,2026-09-01T11:51:49Z,checkoutservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
3,frontreco,250,2026-09-01T11:52:05Z,shippingservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
