cycle,arm,target_rate,limit_x,time,object,message
1,normal,100,2026-09-01T15:59:43Z,cartservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontrecocatalog,100,2026-09-01T16:03:55Z,cartservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,normal,100,2026-09-01T16:07:40Z,adservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,normal,100,2026-09-01T16:07:41Z,frontend,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,normal,100,2026-09-01T16:07:42Z,productcatalogservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,normal,100,2026-09-01T16:07:42Z,recommendationservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,normal,100,2026-09-01T16:08:10Z,cartservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,normal,100,2026-09-01T16:09:10Z,adservice,New size: 1; reason: All metrics below target
1,normal,100,2026-09-01T16:10:26Z,currencyservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontrecocatalog,100,2026-09-01T16:12:51Z,adservice,New size: 3; reason: cpu container resource utilization (percentage of request) above target
1,frontrecocatalog,100,2026-09-01T16:13:07Z,cartservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontrecocatalog,100,2026-09-01T16:13:08Z,frontend,New size: 2; reason: cpu container resource utilization (percentage of request) above target
1,frontrecocatalog,100,2026-09-01T16:14:21Z,adservice,New size: 1; reason: All metrics below target
1,frontrecocatalog,100,2026-09-01T16:15:37Z,currencyservice,New size: 2; reason: cpu container resource utilization (percentage of request) above target
